Damper Lab,,,
Wed 16 Sep 2015 - 14/30/29,,,
Sample Frequency (S/s): 1000.0,,,
Sample Seconds: 2.00,,,
,,,
Scale:,0.4952,10,1
Offset:,-0.4125,-1.365,0.007
Force:,Displacement:,Velocity:,
0.22603,-10.51992,0.96468,
0.22845,-10.42227,0.97445,
0.22845,-10.37344,0.98909,
0.22845,-10.27578,1.00374,
0.23087,-10.22695,1.02816,
0.23087,-10.17813,1.04769,
0.23087,-10.1293,1.06234,
0.23087,-10.03164,1.0721,
0.23329,-9.98281,1.08187,
0.2357,-9.93398,1.09163,
0.2357,-9.83633,1.1014,
0.23812,-9.7875,1.12093,
0.24054,-9.68984,1.13558,
0.24054,-9.64102,1.14046,
0.24054,-9.59219,1.14534,
0.24054,-9.49453,1.15511,
0.24296,-9.39688,1.16488,
0.24296,-9.34805,1.18441,
0.24296,-9.25039,1.19905,
0.24538,-9.20156,1.21859,
0.24538,-9.15273,1.243,
0.24779,-9.05508,1.26741,
0.25021,-8.95742,1.28695,
0.25021,-8.90859,1.30159,
0.25263,-8.81094,1.31136,
0.25263,-8.71328,1.32113,
0.25263,-8.66445,1.32113,
0.25263,-8.5668,1.32113,
0.25263,-8.51797,1.33089,
0.25505,-8.42031,1.34554,
0.25747,-8.32266,1.36507,
0.25988,-8.225,1.37972,
0.25988,-8.17617,1.39437,
0.25988,-8.07852,1.4139,
0.25988,-7.98086,1.43343,
0.2623,-7.8832,1.45296,
0.2623,-7.83437,1.45784,
0.2623,-7.73672,1.45784,
0.2623,-7.63906,1.46273,
0.26472,-7.54141,1.47249,
0.26714,-7.44375,1.48714,
0.26956,-7.34609,1.49202,
0.26714,-7.29727,1.49202,
0.26714,-7.15078,1.48714,
0.26956,-7.10195,1.49202,
0.26956,-7.0043,1.50667,
0.27197,-6.90664,1.5262,
0.27197,-6.80898,1.54573,
0.27197,-6.71133,1.5555,
0.27439,-6.61367,1.57503,
0.27681,-6.51602,1.59456,
0.27439,-6.41836,1.61409,
0.27681,-6.36953,1.62874,
0.27681,-6.22305,1.63363,
0.27923,-6.17422,1.62874,
0.27681,-6.07656,1.62874,
0.27681,-5.97891,1.63363,
0.27923,-5.83242,1.64339,
0.28165,-5.73477,1.64339,
0.28165,-5.63711,1.64339,
0.28165,-5.53945,1.64827,
0.28165,-5.4418,1.65804,
0.28406,-5.29531,1.67757,
0.28648,-5.24648,1.70198,
0.28648,-5.14883,1.72152,
0.28648,-5.05117,1.73128,
0.28648,-4.90469,1.73128,
0.28648,-4.80703,1.73616,
0.2889,-4.70937,1.74593,
0.2889,-4.61172,1.7557,
0.2889,-4.51406,1.75081,
0.29132,-4.41641,1.73616,
0.29132,-4.31875,1.71663,
0.29132,-4.17227,1.71663,
0.29132,-4.07461,1.74105,
0.29373,-3.92812,1.77034,
0.29373,-3.83047,1.79476,
0.29373,-3.73281,1.80452,
0.29373,-3.63516,1.81429,
0.29615,-3.5375,1.82405,
0.29615,-3.39102,1.83382,
0.29857,-3.34219,1.82894,
0.29615,-3.1957,1.81917,
0.29615,-3.09805,1.80452,
0.29615,-2.95156,1.79964,
0.29857,-2.85391,1.80941,
0.29857,-2.75625,1.83382,
0.30099,-2.65859,1.85823,
0.29857,-2.51211,1.85823,
0.29857,-2.41445,1.84359,
0.30099,-2.3168,1.84359,
0.30341,-2.17031,1.85823,
0.30341,-2.07266,1.87777,
0.30341,-1.92617,1.87777,
0.30341,-1.82852,1.85823,
0.30341,-1.73086,1.8387,
0.30341,-1.6332,1.84847,
0.30341,-1.48672,1.868,
0.30341,-1.38906,1.89241,
0.30341,-1.29141,1.89241,
0.30341,-1.14492,1.88753,
0.30341,-1.04727,1.88265,
0.30582,-0.90078,1.88265,
0.30824,-0.80312,1.89241,
0.30824,-0.70547,1.8973,
0.30824,-0.60781,1.89241,
0.30582,-0.46133,1.87288,
0.30582,-0.31484,1.86312,
0.30824,-0.26602,1.868,
0.30824,-0.11953,1.88265,
0.30824,-0.02187,1.8973,
0.30824,0.12461,1.8973,
0.31066,0.22227,1.88265,
0.31066,0.31992,1.89241,
0.31308,0.46641,1.91683,
0.31308,0.56406,1.93636,
0.31308,0.66172,1.93148,
0.31308,0.8082,1.90218,
0.31308,0.90586,1.88753,
0.31308,1.05234,1.88753,
0.3155,1.15,1.8973,
0.3155,1.24766,1.8973,
0.3155,1.34531,1.88265,
0.31308,1.44297,1.87288,
0.3155,1.58945,1.87777,
0.3155,1.68711,1.89241,
0.3155,1.78477,1.90218,
0.3155,1.93125,1.8973,
0.31308,2.02891,1.87777,
0.31308,2.12656,1.85823,
0.31308,2.22422,1.85335,
0.3155,2.3707,1.86312,
0.3155,2.46836,1.868,
0.31308,2.56602,1.85823,
0.31308,2.7125,1.8387,
0.31308,2.81016,1.83382,
0.31308,2.95664,1.84359,
0.31308,3.0543,1.85823,
0.31308,3.15195,1.85823,
0.31308,3.24961,1.84359,
0.31308,3.34727,1.82894,
0.31066,3.49375,1.82405,
0.31066,3.59141,1.82894,
0.31308,3.68906,1.82894,
0.31066,3.83555,1.81917,
0.30824,3.9332,1.79964,
0.30824,4.03086,1.78988,
0.30824,4.17734,1.78011,
0.31066,4.22617,1.78499,
0.31066,4.37266,1.79476,
0.30824,4.47031,1.79476,
0.30824,4.56797,1.78499,
0.30824,4.71445,1.76546,
0.30824,4.76328,1.7557,
0.30824,4.90977,1.75081,
0.30582,5.00742,1.74105,
0.30582,5.10508,1.7264,
0.30582,5.25156,1.70687,
0.30582,5.30039,1.70198,
0.30582,5.44688,1.70687,
0.30582,5.54453,1.71663,
0.30582,5.64219,1.71175,
0.30341,5.73984,1.6971,
0.30341,5.8375,1.67269,
0.30341,5.93516,1.66292,
0.30341,6.08164,1.6678,
0.30341,6.13047,1.67269,
0.30099,6.27695,1.6678,
0.30099,6.32578,1.65804,
0.29857,6.47227,1.64827,
0.30099,6.56992,1.64339,
0.30099,6.66758,1.64827,
0.30099,6.76523,1.64339,
0.29857,6.86289,1.62386,
0.29615,6.96055,1.59456,
0.29857,7.0582,1.57991,
0.29615,7.15586,1.57503,
0.29615,7.25352,1.57991,
0.29615,7.35117,1.56527,
0.29615,7.44883,1.54573,
0.29615,7.54648,1.5262,
0.29615,7.59531,1.53109,
0.29373,7.7418,1.53597,
0.29373,7.79063,1.53597,
0.29373,7.88828,1.51155,
0.29132,7.98594,1.48226,
0.2889,8.08359,1.45296,
0.2889,8.18125,1.43831,
0.29132,8.27891,1.43343,
0.2889,8.32773,1.43831,
0.2889,8.42539,1.43343,
0.28648,8.52305,1.42366,
0.28648,8.6207,1.40902,
0.28648,8.66953,1.39925,
0.28648,8.76719,1.38948,
0.28406,8.86484,1.37972,
0.28406,8.9625,1.3553,
0.28406,9.01133,1.33089,
0.28165,9.10898,1.32113,
0.28165,9.15781,1.31624,
0.28165,9.25547,1.32113,
0.28165,9.35312,1.31136,
0.28165,9.40195,1.30159,
0.27923,9.49961,1.28695,
0.27923,9.54844,1.27718,
0.27923,9.64609,1.26253,
0.27923,9.69492,1.243,
0.27681,9.79258,1.21859,
0.27439,9.84141,1.19417,
0.27439,9.93906,1.18441,
0.27439,9.98789,1.17952,
0.27439,10.08555,1.17952,
0.27197,10.13437,1.16488,
0.27197,10.1832,1.14534,
0.26956,10.28086,1.12093,
0.26956,10.32969,1.10628,
0.26956,10.42734,1.09163,
0.26714,10.47617,1.07698,
0.26714,10.525,1.05257,
0.26472,10.62266,1.03304,
0.26472,10.67148,1.02816,
0.26472,10.72031,1.02327,
0.26472,10.81797,1.01839,
0.2623,10.8668,1.00374,
0.2623,10.91562,0.98421,
0.25988,10.96445,0.96468,
0.25988,11.01328,0.95003,
0.25747,11.11094,0.94027,
0.25747,11.15977,0.9305,
0.25747,11.15977,0.90609,
0.25505,11.25742,0.88655,
0.25505,11.30625,0.87191,
0.25505,11.35508,0.85726,
0.25505,11.40391,0.84749,
0.25263,11.45273,0.83284,
0.25021,11.50156,0.81331,
0.24779,11.55039,0.7889,
0.24779,11.59922,0.77425,
0.24779,11.64805,0.7596,
0.24779,11.69687,0.74007,
0.24538,11.69687,0.72542,
0.24538,11.79453,0.70589,
0.24296,11.79453,0.68636,
0.24296,11.84336,0.67659,
0.24054,11.89219,0.66195,
0.24054,11.94102,0.64241,
0.23812,11.98984,0.62288,
0.2357,12.03867,0.59359,
0.2357,12.03867,0.57894,
0.23329,12.0875,0.56917,
0.23329,12.13633,0.55941,
0.23329,12.13633,0.54476,
0.23087,12.13633,0.52034,
0.22845,12.18516,0.49593,
0.22845,12.23398,0.48128,
0.22845,12.28281,0.4764,
0.22603,12.28281,0.46663,
0.22361,12.28281,0.43734,
0.2212,12.33164,0.40316,
0.2212,12.38047,0.38363,
0.2212,12.38047,0.37874,
0.2212,12.38047,0.37874,
0.21878,12.4293,0.36409,
0.21636,12.47812,0.32991,
0.21394,12.47812,0.30062,
0.21152,12.47812,0.29085,
0.21152,12.47812,0.29085,
0.20911,12.52695,0.28109,
0.20911,12.52695,0.25179,
0.20427,12.52695,0.22249,
0.20185,12.57578,0.20296,
0.19943,12.57578,0.1932,
0.19943,12.57578,0.18343,
0.19702,12.57578,0.1639,
0.19218,12.57578,0.1346,
0.18734,12.57578,0.1053,
0.18734,12.62461,0.09066,
0.18251,12.62461,0.08577,
0.18009,12.62461,0.08089,
0.17525,12.62461,0.06136,
0.17042,12.62461,0.03695,
0.16558,12.62461,0.01741,
0.16075,12.62461,0.00765,
0.15591,12.62461,0.00277,
0.14866,12.62461,-0.01188,
0.13657,12.62461,-0.04118,
0.12206,12.62461,-0.07048,
0.10272,12.62461,-0.08024,
0.08337,12.62461,-0.07536,
0.06403,12.62461,-0.08024,
0.0471,12.62461,-0.09489,
0.03018,12.62461,-0.12419,
0.01567,12.57578,-0.15348,
0.00841,12.57578,-0.1779,
0.00358,12.57578,-0.19255,
0.00116,12.52695,-0.22184,
-0.00126,12.52695,-0.26091,
-0.00126,12.52695,-0.29997,
-0.00126,12.47812,-0.32927,
-0.00126,12.47812,-0.33903,
0.00116,12.47812,-0.33903,
-0.00126,12.4293,-0.34391,
-0.00368,12.4293,-0.36345,
-0.00609,12.4293,-0.39274,
-0.00851,12.38047,-0.40739,
-0.01093,12.33164,-0.42204,
-0.01093,12.33164,-0.4318,
-0.01335,12.28281,-0.45622,
-0.01577,12.28281,-0.48063,
-0.01818,12.23398,-0.50016,
-0.01818,12.18516,-0.50993,
-0.0206,12.18516,-0.52458,
-0.0206,12.13633,-0.53923,
-0.02302,12.0875,-0.56364,
-0.02544,12.0875,-0.58317,
-0.02786,12.03867,-0.59782,
-0.03027,12.03867,-0.6027,
-0.03269,11.94102,-0.61247,
-0.03511,11.94102,-0.63688,
-0.03753,11.84336,-0.65641,
-0.03753,11.84336,-0.66618,
-0.03994,11.79453,-0.67595,
-0.03994,11.7457,-0.68571,
-0.04236,11.69687,-0.70036,
-0.04478,11.64805,-0.71989,
-0.0472,11.64805,-0.73454,
-0.0472,11.55039,-0.74919,
-0.04962,11.55039,-0.76384,
-0.05203,11.45273,-0.7736,
-0.05203,11.45273,-0.77848,
-0.04962,11.40391,-0.77848,
-0.05203,11.35508,-0.77848,
-0.05203,11.30625,-0.78337,
-0.05445,11.25742,-0.78337,
-0.05687,11.20859,-0.78825,
-0.05929,11.15977,-0.80778,
-0.06654,11.11094,-0.84684,
-0.0738,11.06211,-0.89567,
-0.07863,11.01328,-0.93962,
-0.08105,10.96445,-0.9738,
-0.08347,10.8668,-0.99333,
-0.08589,10.81797,-1.01286,
-0.0883,10.72031,-1.02751,
-0.09314,10.67148,-1.04704,
-0.09556,10.62266,-1.0568,
-0.09798,10.57383,-1.07145,
-0.09798,10.47617,-1.07634,
-0.10039,10.47617,-1.08122,
-0.10523,10.37852,-1.09587,
-0.10765,10.28086,-1.11052,
-0.11248,10.23203,-1.12028,
-0.11248,10.1832,-1.13005,
-0.1149,10.08555,-1.1447,
-0.11732,10.03672,-1.16911,
-0.12216,9.93906,-1.19352,
-0.12457,9.89023,-1.20817,
-0.12457,9.79258,-1.21305,
-0.12457,9.74375,-1.21794,
-0.12941,9.64609,-1.23259,
-0.13425,9.54844,-1.26188,
-0.13908,9.49961,-1.27653,
-0.13908,9.45078,-1.2863,
-0.1415,9.35312,-1.2863,
-0.14392,9.25547,-1.29118,
-0.14634,9.20664,-1.30095,
-0.14875,9.10898,-1.31559,
-0.14875,9.06016,-1.33024,
-0.15117,8.9625,-1.34001,
-0.15359,8.86484,-1.35466,
-0.15601,8.81602,-1.37419,
-0.16084,8.71836,-1.39372,
-0.16326,8.6207,-1.41813,
-0.1681,8.52305,-1.4279,
-0.17052,8.47422,-1.4279,
-0.17293,8.37656,-1.42302,
-0.17535,8.27891,-1.4279,
-0.17777,8.18125,-1.45231,
-0.18261,8.08359,-1.47184,
-0.18502,8.03477,-1.48649,
-0.18502,7.88828,-1.50114,
-0.18502,7.83945,-1.51579,
-0.18986,7.7418,-1.53532,
-0.19228,7.64414,-1.54997,
-0.19469,7.54648,-1.54997,
-0.19469,7.44883,-1.5402,
-0.19711,7.35117,-1.53532,
-0.19953,7.25352,-1.5402,
-0.20195,7.20469,-1.55485,
-0.20437,7.10703,-1.57438,
-0.20678,6.96055,-1.58415,
-0.20678,6.86289,-1.59391,
-0.20678,6.81406,-1.60368,
-0.2092,6.66758,-1.62321,
-0.21404,6.56992,-1.64762,
-0.21646,6.47227,-1.66227,
-0.21646,6.37461,-1.66227,
-0.21887,6.32578,-1.66227,
-0.21887,6.1793,-1.66716,
-0.22129,6.08164,-1.6818,
-0.22855,5.98398,-1.69645,
-0.22855,5.88633,-1.69645,
-0.23096,5.78867,-1.69157,
-0.23096,5.69102,-1.69157,
-0.23338,5.59336,-1.70134,
-0.2358,5.44688,-1.72087,
-0.24064,5.39805,-1.73552,
-0.23822,5.25156,-1.73552,
-0.23822,5.15391,-1.73063,
-0.24305,5.05625,-1.73552,
-0.24547,4.90977,-1.75016,
-0.24789,4.81211,-1.76481,
-0.24547,4.71445,-1.76481,
-0.24547,4.6168,-1.75993,
-0.24789,4.51914,-1.75016,
-0.25031,4.42148,-1.75993,
-0.25273,4.275,-1.77458,
-0.25514,4.17734,-1.78923,
-0.25756,4.07969,-1.79899,
-0.25998,3.98203,-1.79899,
-0.25998,3.83555,-1.80876,
-0.25998,3.73789,-1.81852,
-0.2624,3.64023,-1.83805,
-0.2624,3.49375,-1.84782,
-0.26482,3.39609,-1.84782,
-0.26482,3.29844,-1.83805,
-0.26482,3.15195,-1.83317,
-0.26723,3.0543,-1.83317,
-0.26965,2.95664,-1.84782,
-0.26965,2.85898,-1.8527,
-0.27207,2.7125,-1.84782,
-0.27207,2.61484,-1.84294,
-0.27207,2.51719,-1.84782,
-0.27449,2.41953,-1.86735,
-0.27449,2.27305,-1.88688,
-0.27691,2.17539,-1.88688,
-0.27691,2.02891,-1.882,
-0.27691,1.93125,-1.87712,
-0.27691,1.83359,-1.882,
-0.27932,1.73594,-1.882,
-0.27932,1.63828,-1.882,
-0.27932,1.4918,-1.87223,
-0.27932,1.39414,-1.86735,
-0.27932,1.29648,-1.86735,
-0.27932,1.15,-1.87223,
-0.28174,1.05234,-1.88688,
-0.28174,0.95469,-1.89665,
-0.28174,0.85703,-1.89177,
-0.28174,0.71055,-1.87712,
-0.28174,0.61289,-1.87712,
-0.28416,0.46641,-1.88688,
-0.28658,0.36875,-1.90641,
-0.28658,0.27109,-1.9113,
-0.28416,0.12461,-1.89177,
-0.28174,0.02695,-1.87223,
-0.28416,-0.0707,-1.86735,
-0.28416,-0.16836,-1.87712,
-0.28416,-0.31484,-1.88688,
-0.28416,-0.4125,-1.88688,
-0.28174,-0.51016,-1.88688,
-0.28416,-0.65664,-1.89177,
-0.28174,-0.7543,-1.90153,
-0.28174,-0.90078,-1.90641,
-0.28174,-0.99844,-1.90641,
-0.28174,-1.09609,-1.89665,
-0.28174,-1.19375,-1.882,
-0.27932,-1.34023,-1.87223,
-0.28174,-1.43789,-1.87223,
-0.28174,-1.58437,-1.87223,
-0.28174,-1.68203,-1.87223,
-0.27932,-1.77969,-1.86247,
-0.27932,-1.92617,-1.8527,
-0.27449,-2.02383,-1.83805,
-0.27449,-2.12148,-1.84294,
-0.27449,-2.21914,-1.8527,
-0.27449,-2.36562,-1.86247,
-0.27207,-2.51211,-1.86735,
-0.27207,-2.60977,-1.86247,
-0.26965,-2.70742,-1.86247,
-0.26965,-2.80508,-1.8527,
-0.27207,-2.90273,-1.83805,
-0.27207,-3.04922,-1.82341,
-0.26723,-3.14687,-1.80876,
-0.26482,-3.24453,-1.79899,
-0.2624,-3.34219,-1.79899,
-0.26482,-3.48867,-1.80876,
-0.26482,-3.58633,-1.80876,
-0.25998,-3.68398,-1.80387,
-0.25514,-3.83047,-1.79411,
-0.25514,-3.92812,-1.79899,
-0.25514,-4.02578,-1.80876,
-0.25514,-4.12344,-1.81364,
-0.25273,-4.22109,-1.80387,
-0.25031,-4.31875,-1.77946,
-0.25031,-4.46523,-1.76481,
-0.25031,-4.56289,-1.75505,
-0.24789,-4.66055,-1.74528,
-0.24547,-4.80703,-1.73552,
-0.24305,-4.90469,-1.72087,
-0.24064,-5.00234,-1.70622,
-0.23822,-5.1,-1.70622,
-0.2358,-5.19766,-1.70622,
-0.2358,-5.29531,-1.70622,
-0.23338,-5.39297,-1.70622,
-0.23096,-5.53945,-1.70622,
-0.22613,-5.58828,-1.69645,
-0.22613,-5.68594,-1.69645,
-0.22613,-5.83242,-1.70134,
-0.22371,-5.93008,-1.69645,
-0.22129,-5.97891,-1.6818,
-0.21887,-6.12539,-1.65251,
-0.21887,-6.22305,-1.62809,
-0.21646,-6.3207,-1.61833,
-0.21646,-6.41836,-1.60368,
-0.21404,-6.51602,-1.58903,
-0.2092,-6.61367,-1.5695,
-0.20678,-6.71133,-1.55973,
-0.20437,-6.80898,-1.55973,
-0.20195,-6.90664,-1.55485,
-0.19711,-7.0043,-1.54997,
-0.19711,-7.10195,-1.54997,
-0.19711,-7.19961,-1.54997,
-0.19228,-7.24844,-1.54997,
-0.18986,-7.34609,-1.5402,
-0.18744,-7.44375,-1.53044,
-0.18502,-7.54141,-1.52555,
-0.18261,-7.63906,-1.51091,
-0.18019,-7.68789,-1.48649,
-0.17777,-7.78555,-1.4572,
-0.17535,-7.8832,-1.44255,
-0.17535,-7.98086,-1.4279,
-0.17535,-8.02969,-1.41325,
-0.17052,-8.12734,-1.40348,
-0.1681,-8.225,-1.38395,
-0.16568,-8.32266,-1.37419,
-0.16326,-8.42031,-1.37419,
-0.16326,-8.51797,-1.38395,
-0.16084,-8.5668,-1.37907,
-0.15601,-8.66445,-1.35954,
-0.15117,-8.76211,-1.34001,
-0.14875,-8.81094,-1.32536,
-0.14634,-8.90859,-1.31071,
-0.1415,-9.00625,-1.29118,
-0.13908,-9.05508,-1.26677,
-0.13425,-9.15273,-1.24235,
-0.13425,-9.20156,-1.23747,
-0.12941,-9.29922,-1.23259,
-0.12699,-9.34805,-1.2277,
-0.12457,-9.4457,-1.21305,
-0.12216,-9.49453,-1.19841,
-0.11974,-9.59219,-1.17887,
-0.1149,-9.64102,-1.17399,
-0.1149,-9.73867,-1.16423,
-0.11248,-9.7875,-1.14958,
-0.10765,-9.88516,-1.13493,
-0.10281,-9.93398,-1.11052,
-0.10039,-9.98281,-1.09587,
-0.09798,-10.08047,-1.0861,
-0.09556,-10.1293,-1.07634,
-0.09314,-10.17813,-1.06169,
-0.09072,-10.27578,-1.03239,
-0.08589,-10.32461,-1.00798,
-0.08347,-10.37344,-0.98845,
-0.08347,-10.42227,-0.97868,
-0.07863,-10.51992,-0.96403,
-0.07621,-10.56875,-0.9445,
-0.0738,-10.66641,-0.92009,
-0.07138,-10.66641,-0.91032,
-0.06896,-10.76406,-0.90544,
-0.06896,-10.81289,-0.90055,
-0.06412,-10.86172,-0.88102,
-0.06171,-10.91055,-0.85661,
-0.05929,-10.95938,-0.84196,
-0.05687,-11.0082,-0.82731,
-0.05687,-11.05703,-0.82731,
-0.05445,-11.10586,-0.81755,
-0.05445,-11.15469,-0.81266,
-0.05203,-11.20352,-0.8029,
-0.05203,-11.25234,-0.8029,
-0.05203,-11.35,-0.80778,
-0.05203,-11.39883,-0.81266,
-0.05203,-11.39883,-0.81266,
-0.05203,-11.49648,-0.80778,
-0.04962,-11.49648,-0.8029,
-0.04478,-11.54531,-0.78825,
-0.03994,-11.59414,-0.75895,
-0.02786,-11.64297,-0.70036,
-0.0206,-11.6918,-0.632,
-0.01577,-11.6918,-0.56852,
-0.01577,-11.74063,-0.52946,
-0.01335,-11.78945,-0.50993,
-0.01093,-11.78945,-0.50016,
-0.00851,-11.83828,-0.47575,
-0.00609,-11.88711,-0.44645,
-0.00368,-11.88711,-0.41716,
-0.00126,-11.93594,-0.40251,
-0.00126,-11.98477,-0.40251,
-0.00126,-11.98477,-0.40739,
0.00116,-11.98477,-0.39274,
0.00358,-11.98477,-0.37321,
0.00841,-12.08242,-0.3488,
0.01083,-12.08242,-0.33415,
0.01083,-12.08242,-0.32927,
0.01083,-12.08242,-0.32438,
0.01325,-12.13125,-0.30973,
0.01567,-12.13125,-0.28044,
0.01567,-12.13125,-0.25602,
0.01809,-12.13125,-0.24137,
0.01809,-12.18008,-0.23649,
0.0205,-12.22891,-0.21696,
0.02292,-12.22891,-0.18766,
0.02534,-12.22891,-0.15837,
0.02776,-12.22891,-0.13884,
0.02776,-12.22891,-0.13395,
0.02776,-12.22891,-0.12907,
0.03018,-12.27773,-0.11442,
0.03501,-12.27773,-0.09001,
0.03743,-12.22891,-0.06559,
0.03743,-12.27773,-0.05583,
0.03501,-12.27773,-0.04606,
0.03985,-12.27773,-0.0363,
0.04468,-12.27773,-0.00212,
0.05436,-12.27773,0.03206,
0.06161,-12.27773,0.05648,
0.06886,-12.27773,0.06624,
0.07612,-12.22891,0.07601,
0.08579,-12.22891,0.10042,
0.09546,-12.22891,0.1346,
0.10272,-12.22891,0.16878,
0.10755,-12.22891,0.18343,
0.11964,-12.22891,0.18831,
0.13898,-12.22891,0.17855,
0.16316,-12.22891,0.15902,
0.18976,-12.18008,0.14925,
0.20427,-12.18008,0.14925,
0.21152,-12.18008,0.16878,
0.20911,-12.13125,0.20784,
0.20669,-12.13125,0.26155,
0.19943,-12.13125,0.3055,
0.1946,-12.08242,0.32991,
0.19218,-12.03359,0.34945,
0.19218,-12.03359,0.36898,
0.19218,-12.03359,0.40316,
0.18976,-11.98477,0.43734,
0.18734,-11.93594,0.45687,
0.18493,-11.93594,0.46663,
0.18493,-11.93594,0.4764,
0.18493,-11.88711,0.49593,
0.18734,-11.83828,0.52034,
0.18976,-11.83828,0.54476,
0.19218,-11.78945,0.56429,
0.19218,-11.78945,0.56917,
0.1946,-11.74063,0.55941,
0.1946,-11.6918,0.53987,
0.1946,-11.64297,0.53987,
0.1946,-11.64297,0.55941,
0.19702,-11.54531,0.5887,
0.19943,-11.54531,0.60335,
0.19943,-11.49648,0.618,
0.20185,-11.44766,0.6473,
0.20427,-11.39883,0.69124,
0.20427,-11.35,0.73519,
0.20669,-11.35,0.76448,
0.20669,-11.30117,0.76448,
0.20669,-11.25234,0.76937,
0.20911,-11.20352,0.77913,
0.20911,-11.15469,0.79866,
0.21152,-11.10586,0.81331,
0.21394,-11.05703,0.82308,
0.21636,-11.0082,0.82308,
0.21394,-10.95938,0.82308,
0.21636,-10.91055,0.83284,
0.21878,-10.86172,0.85237,
0.21878,-10.81289,0.87679,
0.2212,-10.71523,0.89144,
0.2212,-10.66641,0.9012,
0.22361,-10.61758,0.91585,
0.22361,-10.56875,0.94027,
0.22603,-10.47109,0.97445,
0.22603,-10.42227,0.99886,
0.22845,-10.37344,1.00863,
0.22845,-10.32461,1.01351,
0.23087,-10.22695,1.01839,
0.23087,-10.17813,1.02816,
0.23329,-10.08047,1.0428,
0.23329,-10.03164,1.05745,
0.23329,-9.98281,1.0721,
0.2357,-9.93398,1.09163,
0.2357,-9.83633,1.11116,
0.23812,-9.7875,1.1307,
0.23812,-9.73867,1.15511,
0.24054,-9.64102,1.17952,
0.24054,-9.54336,1.19905,
0.24296,-9.49453,1.20882,
0.24296,-9.39688,1.20882,
0.24296,-9.34805,1.2137,
0.24538,-9.29922,1.21859,
0.24538,-9.20156,1.2137,
0.24538,-9.10391,1.20882,
0.24779,-9.05508,1.20882,
0.24779,-8.95742,1.22835,
0.25021,-8.90859,1.25277,
0.25263,-8.81094,1.28206,
0.25263,-8.71328,1.30159,
0.25263,-8.66445,1.33089,
0.25263,-8.5668,1.36019,
0.25505,-8.46914,1.37972,
0.25747,-8.42031,1.38948,
0.25747,-8.32266,1.39925,
0.25747,-8.225,1.39925,
0.25747,-8.12734,1.39925,
0.25988,-8.07852,1.39925,
0.2623,-7.98086,1.4139,
0.2623,-7.8832,1.42855,
0.2623,-7.78555,1.42855,
0.2623,-7.68789,1.41878,
0.26472,-7.59023,1.42366,
0.26472,-7.54141,1.45784,
0.26714,-7.44375,1.49202,
0.26714,-7.34609,1.51155,
0.26714,-7.24844,1.52132,
0.26956,-7.19961,1.53109,
0.26956,-7.10195,1.5555,
0.27197,-7.0043,1.57503,
0.27197,-6.90664,1.57503,
0.27197,-6.80898,1.56527,
0.27197,-6.71133,1.56038,
0.27197,-6.61367,1.56038,
0.27439,-6.51602,1.57015,
0.27681,-6.41836,1.57503,
0.27681,-6.3207,1.5848,
0.27681,-6.22305,1.59456,
0.27681,-6.12539,1.60433,
0.27923,-6.02773,1.61409,
0.27923,-5.93008,1.63363,
0.28165,-5.83242,1.65316,
0.28165,-5.73477,1.67269,
0.28165,-5.63711,1.68245,
0.28406,-5.53945,1.69222,
0.28165,-5.4418,1.70687,
0.28406,-5.34414,1.7264,
0.28406,-5.19766,1.73616,
0.28648,-5.1,1.73128,
0.28648,-5.00234,1.72152,
0.28648,-4.90469,1.71663,
0.28648,-4.80703,1.71175,
0.2889,-4.66055,1.71175,
0.2889,-4.56289,1.71663,
0.2889,-4.46523,1.7264,
0.2889,-4.36758,1.74105,
0.29132,-4.26992,1.76546,
0.29373,-4.12344,1.78988,
0.29373,-4.02578,1.80941,
0.29373,-3.92812,1.81917,
0.29373,-3.83047,1.81429,
0.29373,-3.68398,1.80452,
0.29373,-3.63516,1.79964,
0.29615,-3.48867,1.79964,
0.29615,-3.39102,1.79476,
0.29615,-3.24453,1.78499,
0.29615,-3.14687,1.78011,
0.29615,-3.04922,1.79476,
0.29857,-2.95156,1.82405,
0.29857,-2.80508,1.85335,
0.30099,-2.70742,1.868,
0.30099,-2.60977,1.868,
0.30099,-2.46328,1.868,
0.30099,-2.36562,1.86312,
0.30099,-2.26797,1.86312,
0.30099,-2.12148,1.86312,
0.30099,-2.02383,1.85823,
0.30099,-1.92617,1.85335,
0.30099,-1.82852,1.84359,
0.30099,-1.68203,1.85335,
0.30341,-1.58437,1.86312,
0.30341,-1.48672,1.87777,
0.30341,-1.34023,1.87777,
0.30341,-1.19375,1.88265,
0.30341,-1.14492,1.89241,
0.30341,-0.99844,1.91195,
0.30582,-0.90078,1.92659,
0.30582,-0.7543,1.93148,
0.30582,-0.65664,1.92171,
0.30582,-0.55898,1.8973,
0.30582,-0.4125,1.87777,
0.30582,-0.31484,1.86312,
0.30582,-0.16836,1.85823,
0.30824,-0.11953,1.85335,
0.30824,0.02695,1.84359,
0.30824,0.12461,1.84847,
0.30824,0.27109,1.868,
0.31066,0.36875,1.90218,
0.31066,0.51523,1.94124,
0.31066,0.61289,1.95101,
0.31308,0.71055,1.94124,
0.31308,0.8082,1.91683,
0.31308,0.95469,1.90218,
0.31308,1.05234,1.89241,
0.31308,1.15,1.88753,
0.31308,1.29648,1.868,
0.31308,1.39414,1.85335,
0.31308,1.4918,1.84847,
